ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE_MIN,MONTHS_BALANCE_MAX,COUNT_LATE_LAST_12M,TARGET,AGE,YEARS_EMPLOYED,INCOME_GROUP,AGE_GROUP,EDUCATION_RANK,AMT_INCOME_TOTAL_CAPPED,CREDIT_HISTORY_LENGTH
5062225,F,0,0,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11206,-716,1,0,1,0,Cooking staff,3.0,-17,0,0,0,30.7,2.0,Very High,30-39,1,157500.0,-17
5062226,F,0,0,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11206,-716,1,0,1,0,Cooking staff,3.0,-19,0,5,0,30.7,2.0,Very High,30-39,1,157500.0,-19
5062227,F,0,0,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11206,-716,1,0,1,0,Cooking staff,3.0,-33,0,0,0,30.7,2.0,Very High,30-39,1,157500.0,-33
5062232,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-35,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-35
5062233,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-41,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-41
5062234,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-52,0,1,0,53.3,11.1,Very High,50-59,1,315000.0,-52
5062236,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-57,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-57
5062237,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-41,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-41
5062240,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-33,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-33
5062241,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-35,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-35
5062242,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-39,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-39
5062243,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-33,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-33
5062244,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-29,0,13,0,53.3,11.1,Very High,50-59,1,315000.0,-29
5062245,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-1,0,2,0,53.3,11.1,Very High,50-59,1,315000.0,-1
5062246,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-16,0,8,0,53.3,11.1,Very High,50-59,1,315000.0,-16
5062247,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-22,0,13,0,53.3,11.1,Very High,50-59,1,315000.0,-22
5062248,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-25,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-25
5062249,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-30,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-30
5062250,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-34,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-34
5062251,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-34,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-34
5062252,F,1,0,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19441,-4064,1,0,0,0,Managers,2.0,-56,0,0,0,53.3,11.1,Very High,50-59,1,315000.0,-56
5062254,F,0,0,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15128,-1628,1,0,0,1,Private service staff,3.0,-55,0,0,0,41.4,4.5,Very High,40-49,1,157500.0,-55
5062255,M,0,1,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-21004,-2908,1,0,0,0,Unknown,1.0,-18,0,0,0,57.5,8.0,Very High,50-59,3,135000.0,-18
5062256,M,0,1,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-21004,-2908,1,0,0,0,Unknown,1.0,-20,0,8,0,57.5,8.0,Very High,50-59,3,135000.0,-20
5062257,M,0,1,0,135000.0,Commercial associate,Higher education,Separated,House / apartment,-21004,-2908,1,0,0,0,Unknown,1.0,-34,0,0,0,57.5,8.0,Very High,50-59,3,135000.0,-34
5062259,F,1,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,Unknown,2.0,-11,0,1,0,57.6,0.0,Very High,50-59,1,144000.0,-11
5062260,F,1,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,Unknown,2.0,-36,0,0,0,57.6,0.0,Very High,50-59,1,144000.0,-36
5062265,F,0,0,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,Unknown,2.0,-31,0,10,0,54.3,15.1,High,50-59,3,90000.0,-31
5062266,F,0,0,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,Unknown,2.0,-46,0,13,0,54.3,15.1,High,50-59,3,90000.0,-46
5062267,F,0,0,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,Unknown,2.0,-46,0,13,0,54.3,15.1,High,50-59,3,90000.0,-46
5062268,F,0,0,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,Unknown,2.0,-7,0,6,0,54.3,15.1,High,50-59,3,90000.0,-7
5062270,F,0,1,0,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,1,0,0,0,Medicine staff,1.0,-57,0,0,0,32.8,7.7,Very High,30-39,1,360000.0,-57
5062271,F,0,1,0,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,1,0,0,0,Medicine staff,1.0,-7,0,8,0,32.8,7.7,Very High,30-39,1,360000.0,-7
5062272,F,0,1,0,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,1,0,0,0,Medicine staff,1.0,-16,0,13,0,32.8,7.7,Very High,30-39,1,360000.0,-16
5062273,F,0,1,0,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11958,-2816,1,0,0,0,Medicine staff,1.0,-29,0,0,0,32.8,7.7,Very High,30-39,1,360000.0,-29
5062274,M,0,1,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16100,-4124,1,0,0,0,Security staff,1.0,-34,-1,0,0,44.1,11.3,Very High,40-49,1,225000.0,-33
5062278,F,1,1,0,189000.0,Pensioner,Higher education,Separated,House / apartment,-24066,365243,1,0,0,0,Unknown,1.0,-46,0,8,0,65.9,0.0,Very High,60+,3,189000.0,-46
5062279,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19185,-1901,1,0,1,0,Accountants,2.0,-17,0,0,0,52.6,5.2,Very High,50-59,1,157500.0,-17
5062280,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19185,-1901,1,0,1,0,Accountants,2.0,-37,0,0,0,52.6,5.2,Very High,50-59,1,157500.0,-37
5062281,F,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19185,-1901,1,0,1,0,Accountants,2.0,-15,0,13,0,52.6,5.2,Very High,50-59,1,157500.0,-15
5062282,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,-18,0,12,0,22.9,3.0,Very High,18-29,1,202500.0,-18
5062283,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,-4,0,2,0,22.9,3.0,Very High,18-29,1,202500.0,-4
5062284,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,-17,0,2,0,22.9,3.0,Very High,18-29,1,202500.0,-17
5062285,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,-21,0,0,0,22.9,3.0,Very High,18-29,1,202500.0,-21
5062286,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,-13,0,7,0,22.9,3.0,Very High,18-29,1,202500.0,-13
5062287,M,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8353,-1081,1,1,0,1,Core staff,2.0,-25,0,13,0,22.9,3.0,Very High,18-29,1,202500.0,-25
5062288,F,0,1,1,45000.0,Working,Higher education,Married,House / apartment,-11119,-198,1,0,0,0,Core staff,3.0,-12,0,4,0,30.5,0.5,Medium,30-39,3,45000.0,-12
5062290,F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,-20,0,9,0,48.8,6.7,Very High,40-49,3,225000.0,-20
5062291,F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,-46,0,0,0,48.8,6.7,Very High,40-49,3,225000.0,-46
5062292,F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,-29,0,0,0,48.8,6.7,Very High,40-49,3,225000.0,-29
5062293,F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,-57,0,0,0,48.8,6.7,Very High,40-49,3,225000.0,-57
5062294,F,1,1,0,225000.0,Working,Higher education,Married,House / apartment,-17795,-2450,1,0,0,1,Managers,2.0,-58,0,0,0,48.8,6.7,Very High,40-49,3,225000.0,-58
5062295,F,0,1,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388,365243,1,0,0,0,Unknown,1.0,-6,0,2,0,55.9,0.0,Very High,50-59,2,135000.0,-6
5062296,F,0,1,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388,365243,1,0,0,0,Unknown,1.0,-2,0,2,0,55.9,0.0,Very High,50-59,2,135000.0,-2
5062297,F,0,1,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,-20388,365243,1,0,0,0,Unknown,1.0,-37,0,0,0,55.9,0.0,Very High,50-59,2,135000.0,-37
5062298,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-33,0,0,0,48.9,9.0,Very High,40-49,1,121500.0,-33
5062299,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-31,0,0,0,48.9,9.0,Very High,40-49,1,121500.0,-31
5062300,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-26,0,0,0,48.9,9.0,Very High,40-49,1,121500.0,-26
5062301,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-20,0,3,0,48.9,9.0,Very High,40-49,1,121500.0,-20
5062302,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-5,0,5,0,48.9,9.0,Very High,40-49,1,121500.0,-5
5062303,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-11,0,12,0,48.9,9.0,Very High,40-49,1,121500.0,-11
5062304,F,0,1,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,2.0,-15,0,6,0,48.9,9.0,Very High,40-49,1,121500.0,-15
5062305,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-37,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-37
5062306,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-37,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-37
5062307,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-30,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-30
5062308,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-34,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-34
5062309,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-29,0,13,0,54.2,12.6,Very High,50-59,1,270000.0,-29
5062310,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-6,0,6,0,54.2,12.6,Very High,50-59,1,270000.0,-6
5062311,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,0,0,1,0,54.2,12.6,Very High,50-59,1,270000.0,0
5062312,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-1,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-1
5062313,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-1,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-1
5062314,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-2,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-2
5062315,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-9,0,10,0,54.2,12.6,Very High,50-59,1,270000.0,-9
5062316,F,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19798,-4581,1,0,1,0,Unknown,2.0,-30,0,0,0,54.2,12.6,Very High,50-59,1,270000.0,-30
5062317,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-4,0,4,0,45.7,26.0,Very High,40-49,1,180000.0,-4
5062318,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-10,0,10,0,45.7,26.0,Very High,40-49,1,180000.0,-10
5062319,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-18,0,13,0,45.7,26.0,Very High,40-49,1,180000.0,-18
5062320,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-23,0,0,0,45.7,26.0,Very High,40-49,1,180000.0,-23
5062321,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-31,0,0,0,45.7,26.0,Very High,40-49,1,180000.0,-31
5062322,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-40,0,0,0,45.7,26.0,Very High,40-49,1,180000.0,-40
5062323,F,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16677,-9482,1,0,0,0,Core staff,1.0,-59,0,0,0,45.7,26.0,Very High,40-49,1,180000.0,-59
5062326,F,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21121,365243,1,0,0,0,Unknown,2.0,-22,0,0,0,57.9,0.0,High,50-59,1,81000.0,-22
5062327,F,0,1,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21121,365243,1,0,0,0,Unknown,2.0,-10,0,9,0,57.9,0.0,High,50-59,1,81000.0,-10
5062328,M,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,Unknown,1.0,-36,0,0,0,43.6,8.0,Very High,40-49,1,270000.0,-36
5062329,M,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,Unknown,1.0,-49,0,0,0,43.6,8.0,Very High,40-49,1,270000.0,-49
5062330,M,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,Unknown,1.0,-9,0,10,0,43.6,8.0,Very High,40-49,1,270000.0,-9
5062331,M,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,Unknown,1.0,-34,0,8,0,43.6,8.0,Very High,40-49,1,270000.0,-34
5062332,M,0,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-15915,-2908,1,0,0,0,Unknown,1.0,-49,0,0,0,43.6,8.0,Very High,40-49,1,270000.0,-49
5062333,F,0,0,0,94500.0,Working,Higher education,Married,House / apartment,-9071,-958,1,0,0,0,Unknown,2.0,-31,0,0,0,24.9,2.6,High,18-29,3,94500.0,-31
5062334,F,0,0,0,94500.0,Working,Higher education,Married,House / apartment,-9071,-958,1,0,0,0,Unknown,2.0,-20,0,0,0,24.9,2.6,High,18-29,3,94500.0,-20
5062335,F,0,0,0,94500.0,Working,Higher education,Married,House / apartment,-9071,-958,1,0,0,0,Unknown,2.0,-10,0,9,0,24.9,2.6,High,18-29,3,94500.0,-10
5062336,M,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15085,-4033,1,0,0,1,Unknown,3.0,-38,0,0,0,41.3,11.0,Very High,40-49,1,202500.0,-38
5062337,M,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15085,-4033,1,0,0,1,Unknown,3.0,-49,0,0,0,41.3,11.0,Very High,40-49,1,202500.0,-49
5062338,M,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15085,-4033,1,0,0,1,Unknown,3.0,-49,0,0,0,41.3,11.0,Very High,40-49,1,202500.0,-49
5062339,M,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15085,-4033,1,0,0,1,Unknown,3.0,-35,0,0,0,41.3,11.0,Very High,40-49,1,202500.0,-35
5062341,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8735,-198,1,0,0,1,Unknown,1.0,-20,0,4,0,23.9,0.5,Very High,18-29,1,112500.0,-20
5062342,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8735,-198,1,0,0,1,Unknown,1.0,-12,0,13,0,23.9,0.5,Very High,18-29,1,112500.0,-12
5062343,M,1,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8735,-198,1,0,0,1,Unknown,1.0,-8,0,0,0,23.9,0.5,Very High,18-29,1,112500.0,-8
5062345,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21098,-5554,1,1,1,0,Drivers,2.0,-27,0,0,0,57.8,15.2,Very High,50-59,1,225000.0,-27
5062346,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21098,-5554,1,1,1,0,Drivers,2.0,-13,0,12,0,57.8,15.2,Very High,50-59,1,225000.0,-13
5062347,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21098,-5554,1,1,1,0,Drivers,2.0,-22,0,13,0,57.8,15.2,Very High,50-59,1,225000.0,-22
5062348,F,0,1,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,-17681,-4369,1,0,0,0,Medicine staff,1.0,-26,0,6,0,48.4,12.0,High,40-49,1,90000.0,-26
5062349,F,0,1,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,-17681,-4369,1,0,0,0,Medicine staff,1.0,-7,0,8,0,48.4,12.0,High,40-49,1,90000.0,-7
5062350,F,0,1,0,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,-17681,-4369,1,0,0,0,Medicine staff,1.0,-38,0,13,0,48.4,12.0,High,40-49,1,90000.0,-38
5062351,F,1,1,1,351000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13284,-2450,1,0,0,0,Managers,3.0,-4,0,5,0,36.4,6.7,Very High,30-39,1,351000.0,-4
5062353,M,0,0,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-11768,-1324,1,0,1,0,Laborers,3.0,-13,0,6,0,32.2,3.6,Very High,30-39,1,135000.0,-13
5062356,F,0,1,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,365243,1,0,0,0,Unknown,2.0,-24,0,0,0,57.0,0.0,Very High,50-59,3,270000.0,-24
5062358,F,0,1,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,365243,1,0,0,0,Unknown,2.0,-57,0,8,0,57.0,0.0,Very High,50-59,3,270000.0,-57
5062359,F,0,1,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,365243,1,0,0,0,Unknown,2.0,-28,0,8,0,57.0,0.0,Very High,50-59,3,270000.0,-28
5062362,F,0,1,0,270000.0,Pensioner,Higher education,Married,House / apartment,-20814,365243,1,0,0,0,Unknown,2.0,-22,0,2,0,57.0,0.0,Very High,50-59,3,270000.0,-22
5062363,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-30,0,0,0,28.9,2.5,Very High,18-29,1,202500.0,-30
5062364,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-32,0,0,0,28.9,2.5,Very High,18-29,1,202500.0,-32
5062365,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-18,0,13,0,28.9,2.5,Very High,18-29,1,202500.0,-18
5062366,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-24,0,12,0,28.9,2.5,Very High,18-29,1,202500.0,-24
5062367,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-52,0,0,0,28.9,2.5,Very High,18-29,1,202500.0,-52
5062368,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-7,0,8,0,28.9,2.5,Very High,18-29,1,202500.0,-7
5062369,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-17,0,0,0,28.9,2.5,Very High,18-29,1,202500.0,-17
5062370,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-30,0,0,0,28.9,2.5,Very High,18-29,1,202500.0,-30
5062371,F,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-47,0,0,0,28.9,2.5,Very High,18-29,1,202500.0,-47
5062374,F,0,1,0,121500.0,State servant,Higher education,Widow,House / apartment,-19426,-1598,1,1,1,0,Accountants,1.0,-3,0,4,0,53.2,4.4,Very High,50-59,3,121500.0,-3
5062375,F,0,1,0,121500.0,State servant,Higher education,Widow,House / apartment,-19426,-1598,1,1,1,0,Accountants,1.0,-12,0,13,0,53.2,4.4,Very High,50-59,3,121500.0,-12
5062380,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-5,0,1,0,37.8,1.0,Very High,30-39,1,189000.0,-5
5062381,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-22,0,0,0,37.8,1.0,Very High,30-39,1,189000.0,-22
5062382,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-15,0,9,0,37.8,1.0,Very High,30-39,1,189000.0,-15
5062387,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-2,0,3,0,37.8,1.0,Very High,30-39,1,189000.0,-2
5062388,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-10,0,4,0,37.8,1.0,Very High,30-39,1,189000.0,-10
5062389,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-17,0,13,0,37.8,1.0,Very High,30-39,1,189000.0,-17
5062390,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-19,0,10,0,37.8,1.0,Very High,30-39,1,189000.0,-19
5062391,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-36,0,0,0,37.8,1.0,Very High,30-39,1,189000.0,-36
5062392,F,0,1,2,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13788,-351,1,0,1,0,Unknown,4.0,-44,0,0,0,37.8,1.0,Very High,30-39,1,189000.0,-44
5062394,M,0,1,0,283500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8494,-1171,1,0,0,0,Laborers,2.0,-1,0,2,0,23.3,3.2,Very High,18-29,1,283500.0,-1
5062396,F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,-16,0,2,0,39.9,12.5,Very High,30-39,1,180000.0,-16
5062397,F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,-23,0,0,0,39.9,12.5,Very High,30-39,1,180000.0,-23
5062398,F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,-23,0,8,0,39.9,12.5,Very High,30-39,1,180000.0,-23
5062399,F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,-4,0,5,0,39.9,12.5,Very High,30-39,1,180000.0,-4
5062400,F,0,1,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14547,-4550,1,1,1,0,Laborers,1.0,-49,0,0,0,39.9,12.5,Very High,30-39,1,180000.0,-49
