ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,CREDIT_HISTORY_LENGTH,BAD_DEBT_RATIO,AVERAGE_DELAYED_MONTHS,IS_BAD
5022164,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12044,-2805,1,0,0,0,Sales staff,3.0,26,0.0,0.0,0
5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11610,-166,1,1,1,0,High skill tech staff,1.0,26,0.7692307692307693,3.1,1
5114057,F,N,N,0,112500.0,Working,Higher education,Separated,House / apartment,-17168,-2446,1,1,0,0,Sales staff,1.0,21,0.0,0.0,0
5029313,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15488,-2453,1,0,0,0,Laborers,2.0,10,0.0,0.0,0
5021309,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,4,0.0,0.0,0
5028599,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-11359,-1726,1,0,0,0,Core staff,4.0,37,0.0,0.0,0
5045632,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-14400,-2512,1,0,0,0,Medicine staff,3.0,17,0.0,0.0,0
5010802,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,49,0.0,0.0,0
5067273,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13797,-4230,1,0,0,0,Core staff,2.0,37,0.0,0.0,0
5142087,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20018,-1732,1,0,0,0,Laborers,2.0,30,0.0,0.0,0
5069465,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-12192,-3123,1,0,0,0,Laborers,2.0,37,0.02702702702702703,1.0,1
5143532,F,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-16668,-377,1,0,0,0,Sales staff,1.0,35,0.0,0.0,0
5142549,F,Y,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-15849,-1138,1,0,0,0,Private service staff,1.0,9,0.0,0.0,0
5146077,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-12723,-1132,1,1,1,0,Sales staff,3.0,2,0.0,0.0,0
5028239,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16834,-5074,1,0,0,0,Laborers,2.0,16,0.0,0.0,0
5066595,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,Sales staff,3.0,13,0.0,0.0,0
5112605,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-22466,-12870,1,1,1,0,Managers,2.0,18,0.0,0.0,0
5132950,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,2,0.0,0.0,0
5088871,F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,-9640,-612,1,0,0,1,Sales staff,1.0,21,0.0,0.0,0
5111193,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,1,1,1,1,Laborers,2.0,9,0.0,0.0,0
5035591,F,N,N,1,69750.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10167,-829,1,1,1,0,Sales staff,3.0,15,0.13333333333333333,1.0,1
5068628,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216,-3641,1,0,0,0,Managers,2.0,38,0.0,0.0,0
5024419,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,With parents,-10722,-93,1,0,0,0,Cooking staff,2.0,19,0.0,0.0,0
5051082,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-16999,-1140,1,1,1,0,Sales staff,1.0,11,0.0,0.0,0
5142491,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15920,-6861,1,1,1,0,Core staff,2.0,14,0.0,0.0,0
5028499,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,-10143,-387,1,0,0,1,Core staff,1.0,15,0.0,0.0,0
5067467,F,N,Y,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11380,-1540,1,0,0,1,Laborers,3.0,14,0.0,0.0,0
5067777,F,Y,Y,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,-15671,-232,1,0,0,1,Laborers,2.0,39,0.0,0.0,0
5053921,M,N,N,1,202500.0,Working,Lower secondary,Civil marriage,House / apartment,-14454,-1064,1,1,1,0,Drivers,3.0,31,0.0,0.0,0
5062538,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,1,0.0,0.0,0
5090196,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21576,-954,1,1,1,0,Drivers,2.0,21,0.0,0.0,0
5125218,M,N,Y,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-17754,-1109,1,1,1,1,Managers,2.0,21,0.0,0.0,0
5092028,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13211,-777,1,1,1,0,Core staff,2.0,16,0.0,0.0,0
5045383,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,-15936,-1508,1,0,1,0,Managers,2.0,20,0.0,0.0,0
5038909,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,1,0,0,0,Laborers,3.0,19,0.0,0.0,0
5115920,M,Y,Y,2,81000.0,State servant,Secondary / secondary special,Married,House / apartment,-13276,-5581,1,1,0,0,Core staff,4.0,10,0.0,0.0,0
5142309,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18886,-2523,1,1,1,0,Sales staff,2.0,39,0.0,0.0,0
5022938,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-14096,-1344,1,0,1,1,Accountants,1.0,20,0.0,0.0,0
5126296,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15731,-4488,1,1,0,0,Accountants,2.0,11,0.0,0.0,0
5113515,M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,-17193,-1137,1,0,0,0,Laborers,3.0,8,0.0,0.0,0
5115445,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18408,-5093,1,0,0,0,Drivers,2.0,10,0.0,0.0,0
5090656,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616,-825,1,1,1,1,High skill tech staff,2.0,43,0.0,0.0,0
5090777,F,Y,Y,2,1125000.0,Commercial associate,Higher education,Married,House / apartment,-14339,-2653,1,1,1,0,Managers,4.0,19,0.0,0.0,0
5079094,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-451,1,1,0,1,Drivers,3.0,30,0.0,0.0,0
5052898,M,Y,Y,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,1,1,0,0,Managers,2.0,1,0.0,0.0,0
5045286,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17623,-9260,1,0,0,0,Medicine staff,1.0,14,0.07142857142857142,1.0,1
5142923,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,-12454,-4030,1,1,1,0,Sales staff,3.0,25,0.0,0.0,0
5029079,F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,-10153,-599,1,0,0,0,Sales staff,2.0,4,0.0,0.0,0
5068900,M,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-11762,-293,1,0,0,0,Laborers,1.0,18,0.0,0.0,0
5117206,F,N,Y,0,81000.0,State servant,Secondary / secondary special,Married,House / apartment,-15109,-8131,1,0,0,0,Medicine staff,2.0,25,0.0,0.0,0
5150221,M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,-10136,-2441,1,0,0,0,Laborers,2.0,23,0.0,0.0,0
5009000,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9927,-828,1,0,0,0,Drivers,2.0,23,0.0,0.0,0
5029413,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,1,0,0,1,Core staff,3.0,20,0.05,1.0,1
5024682,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15562,-7824,1,0,1,0,Laborers,2.0,13,0.0,0.0,0
5022642,F,N,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-11185,-1405,1,0,0,1,Medicine staff,3.0,9,0.0,0.0,0
5099857,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,1,0,0,0,Cooking staff,2.0,26,0.0,0.0,0
5009383,F,N,N,0,450000.0,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2.0,31,0.0,0.0,0
5148739,F,N,Y,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,-15544,-4946,1,0,0,1,Laborers,2.0,2,0.0,0.0,0
5135384,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,2.0,31,0.0,0.0,0
5126732,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,1.0,24,0.0,0.0,0
5024472,F,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10186,-2315,1,0,0,0,Medicine staff,4.0,22,0.22727272727272727,1.0,1
5010665,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2.0,10,0.0,0.0,0
5112673,F,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19826,-2888,1,0,0,1,High skill tech staff,1.0,49,0.0,0.0,0
5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,35,0.0,0.0,0
5010001,F,N,Y,2,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,1,0,0,0,Core staff,4.0,29,0.0,0.0,0
5048219,M,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,Rented apartment,-9327,-96,1,0,0,0,Laborers,1.0,23,0.0,0.0,0
5053961,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,-13266,-2341,1,1,1,0,Core staff,2.0,41,0.0,0.0,0
5091645,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19022,-6409,1,0,0,0,Laborers,2.0,31,0.0,0.0,0
5105370,M,Y,Y,0,202500.0,Working,Higher education,Separated,House / apartment,-10763,-302,1,0,0,0,Sales staff,1.0,4,0.0,0.0,0
5048639,M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13639,-430,1,0,0,0,Laborers,4.0,13,0.0,0.0,0
5024444,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20046,-3503,1,0,0,0,Sales staff,2.0,5,0.0,0.0,0
5125695,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10000,-1779,1,0,0,0,Laborers,3.0,10,0.0,0.0,0
5118600,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16606,-3506,1,0,0,0,Managers,2.0,59,0.0,0.0,0
5096035,F,N,N,0,202500.0,Working,Higher education,Married,Municipal apartment,-17822,-10689,1,1,0,0,Security staff,2.0,25,0.0,0.0,0
5061119,M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-20008,-5585,1,0,0,0,Security staff,2.0,57,0.0,0.0,0
5065727,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975,-8760,1,0,0,0,Private service staff,3.0,51,0.0,0.0,0
5009361,M,Y,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2.0,21,0.0,0.0,0
5095983,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-12696,-3172,1,1,0,0,Sales staff,2.0,2,0.0,0.0,0
5118609,F,Y,Y,0,202500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10205,-308,1,1,1,0,Sales staff,1.0,12,0.08333333333333333,1.0,1
5114246,M,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-12906,-408,1,1,0,0,Drivers,4.0,24,0.0,0.0,0
5096390,M,Y,N,0,391500.0,Commercial associate,Higher education,Single / not married,House / apartment,-21897,-3810,1,1,1,1,Managers,1.0,23,0.0,0.0,0
5022112,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2.0,5,0.0,0.0,0
5065758,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16902,-1699,1,0,0,0,Laborers,3.0,24,0.0,0.0,0
5069238,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14827,-4037,1,0,1,1,High skill tech staff,2.0,18,0.0,0.0,0
5114006,F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4.0,21,0.047619047619047616,1.0,1
5132977,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14608,-1261,1,1,0,0,Sales staff,4.0,18,0.0,0.0,0
5061948,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13561,-1294,1,1,1,0,Laborers,2.0,24,0.0,0.0,0
5096312,F,Y,N,0,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14157,-2349,1,0,0,0,Laborers,2.0,28,0.0,0.0,0
5078970,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,Sales staff,1.0,33,0.0,0.0,0
5023752,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0,7,0.0,0.0,0
5067067,F,Y,Y,2,450000.0,Working,Secondary / secondary special,Married,House / apartment,-14874,-4693,1,0,0,0,Core staff,4.0,33,0.030303030303030304,1.0,1
5053922,M,N,N,1,202500.0,Working,Lower secondary,Civil marriage,House / apartment,-14454,-1064,1,1,1,0,Drivers,3.0,31,0.0,0.0,0
5116811,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18365,-701,1,0,0,0,High skill tech staff,2.0,19,0.0,0.0,0
5115485,F,Y,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-17052,-3055,1,0,0,0,Sales staff,2.0,22,0.0,0.0,0
5150048,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,-17958,-655,1,0,0,0,Sales staff,2.0,20,0.05,1.0,1
5051132,F,N,N,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10139,-136,1,0,0,0,Core staff,1.0,9,0.6666666666666666,1.1666666666666667,1
5054308,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,10,0.0,0.0,0
5113246,M,N,Y,1,360000.0,Working,Higher education,Separated,House / apartment,-13913,-619,1,0,0,0,High skill tech staff,2.0,4,0.0,0.0,0
5100378,M,Y,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-23071,-1618,1,0,0,0,Drivers,2.0,40,0.0,0.0,0
5067464,F,N,Y,1,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11380,-1540,1,0,0,1,Laborers,3.0,9,0.0,0.0,0
5023417,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-16503,-2670,1,0,1,0,Managers,3.0,58,0.0,0.0,0
5095826,F,N,N,0,45000.0,Working,Higher education,Married,House / apartment,-18406,-3111,1,1,0,0,Accountants,2.0,25,0.0,0.0,0
5042227,F,N,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-16925,-1648,1,1,0,0,High skill tech staff,2.0,4,0.0,0.0,0
5067004,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18752,-11906,1,0,1,0,Laborers,2.0,32,0.0,0.0,0
5009983,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2.0,14,0.07142857142857142,1.0,1
5143240,M,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,With parents,-9859,-773,1,0,0,0,Sales staff,2.0,4,0.0,0.0,0
5149759,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13467,-3850,1,0,1,0,Medicine staff,2.0,15,0.0,0.0,0
5053220,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20193,-3154,1,0,0,0,Sales staff,2.0,21,0.0,0.0,0
5135764,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21481,-201,1,1,1,0,High skill tech staff,2.0,24,0.0,0.0,0
5143108,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-8899,-2326,1,1,1,0,Waiters/barmen staff,2.0,53,0.0,0.0,0
5028520,F,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-20165,-6565,1,0,0,0,Core staff,2.0,15,0.0,0.0,0
5142530,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18246,-2417,1,0,0,0,Core staff,2.0,47,0.0,0.0,0
5114153,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-15318,-5490,1,0,0,0,Accountants,2.0,11,0.0,0.0,0
5117747,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011,-1649,1,0,0,0,Managers,2.0,15,0.0,0.0,0
5053719,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,-14816,-1672,1,0,0,0,Core staff,2.0,6,0.0,0.0,0
5137342,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,Rented apartment,-10831,-808,1,0,1,0,Drivers,2.0,12,0.08333333333333333,1.0,1
5115458,M,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9361,-164,1,1,0,0,Waiters/barmen staff,2.0,4,0.0,0.0,0
5089117,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-15969,-5483,1,1,1,0,Core staff,1.0,11,0.0,0.0,0
5143276,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-683,1,0,0,0,Sales staff,2.0,34,0.0,0.0,0
5115592,F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,1,0,Managers,2.0,28,0.0,0.0,0
5146439,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10525,-2135,1,1,1,0,Sales staff,2.0,10,0.0,0.0,0
5117873,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-9423,-370,1,1,0,0,Sales staff,2.0,19,0.0,0.0,0
5061382,M,Y,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-16009,-4642,1,0,0,0,Sales staff,2.0,5,0.0,0.0,0
5048323,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18383,-3870,1,1,0,0,Drivers,3.0,5,0.0,0.0,0
5028853,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13867,-3095,1,0,0,0,Laborers,3.0,58,0.0,0.0,0
5114503,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9930,-2324,1,0,0,1,Laborers,4.0,37,0.0,0.0,0
5125162,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,Laborers,3.0,26,0.0,0.0,0
5046047,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,-17801,-8479,1,0,0,0,Managers,2.0,12,0.0,0.0,0
5045627,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-14400,-2512,1,0,0,0,Medicine staff,3.0,5,0.0,0.0,0
5024091,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,-11978,-5206,1,1,0,0,Core staff,1.0,29,0.0,0.0,0
5046184,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14876,-716,1,0,0,0,Laborers,4.0,18,0.0,0.0,0
5149205,F,N,Y,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,-15226,-1020,1,0,1,0,Sales staff,2.0,32,0.0,0.0,0
5111200,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17455,-2642,1,0,0,0,Sales staff,2.0,53,0.0,0.0,0
5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15244,-2908,1,1,0,1,Managers,3.0,11,0.0,0.0,0
5149466,F,N,Y,0,193500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15447,-1721,1,0,0,0,Sales staff,2.0,30,0.03333333333333333,1.0,1
5089807,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047,-3443,1,0,0,0,Managers,3.0,11,0.0,0.0,0
5052878,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,1,0,0,0,Drivers,2.0,23,0.0,0.0,0
5023990,F,N,Y,1,157500.0,Working,Higher education,Married,House / apartment,-11099,-2011,1,0,0,0,Sales staff,3.0,10,0.0,0.0,0
5037292,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15101,-3860,1,1,0,0,Accountants,4.0,40,0.0,0.0,0
5045785,M,Y,N,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13348,-170,1,0,0,1,Managers,2.0,43,0.0,0.0,0
5114553,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-17121,-9751,1,0,0,0,Core staff,2.0,17,0.0,0.0,0
5045436,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-14534,-6652,1,0,0,0,Laborers,3.0,27,0.18518518518518517,1.0,1
5021883,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-16949,-1371,1,0,0,0,Managers,2.0,16,0.0,0.0,0
5024852,F,Y,Y,3,81000.0,Working,Secondary / secondary special,Married,House / apartment,-14595,-884,1,0,0,0,Core staff,5.0,54,0.0,0.0,0
5046429,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10911,-535,1,0,0,0,Laborers,2.0,12,0.0,0.0,0
5067572,M,Y,N,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-12925,-1693,1,0,0,1,IT staff,3.0,15,0.0,0.0,0
5142976,F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8661,-500,1,1,0,0,Sales staff,1.0,7,0.0,0.0,0
5025188,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14284,-2192,1,0,0,0,Drivers,1.0,20,0.0,0.0,0
5105975,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15203,-2068,1,1,0,0,Laborers,1.0,5,0.0,0.0,0
5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,2.0,49,0.10204081632653061,2.6,1
5114149,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-15318,-5490,1,0,0,0,Accountants,2.0,12,0.0,0.0,0
5029604,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161,-7140,1,0,0,0,Core staff,1.0,13,0.0,0.0,0
5149193,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-8082,-594,1,0,0,0,Laborers,3.0,23,0.0,0.0,0
5096253,M,N,N,2,247500.0,Working,Secondary / secondary special,Married,Office apartment,-13953,-3231,1,1,1,0,Laborers,4.0,12,0.0,0.0,0
5045636,M,Y,Y,1,139500.0,Working,Secondary / secondary special,Married,House / apartment,-14355,-5557,1,1,0,0,Laborers,3.0,25,0.0,0.0,0
5022108,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18090,-5570,1,1,1,1,High skill tech staff,2.0,16,0.0,0.0,0
5113483,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-17822,-9385,1,1,0,0,Managers,2.0,54,0.037037037037037035,1.0,1
5112756,F,N,N,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,-12758,-148,1,0,0,0,Sales staff,3.0,22,0.045454545454545456,1.0,1
5035678,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15841,-2686,1,1,0,0,Waiters/barmen staff,1.0,5,0.0,0.0,0
5022425,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19187,-1218,1,1,1,0,Cooking staff,2.0,33,0.0,0.0,0
5105230,F,Y,N,1,157500.0,Working,Higher education,Married,House / apartment,-11900,-2828,1,0,0,0,Laborers,3.0,46,0.0,0.0,0
5010932,F,Y,Y,2,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12745,-525,1,0,0,1,Core staff,4.0,5,0.0,0.0,0
5029718,M,Y,Y,1,265500.0,Working,Higher education,Married,With parents,-10998,-2514,1,0,0,0,Accountants,3.0,12,0.16666666666666666,2.0,1
5065771,F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9269,-512,1,1,0,0,Cooking staff,3.0,15,0.0,0.0,0
5106004,F,Y,Y,2,67500.0,State servant,Higher education,Married,House / apartment,-11831,-3778,1,1,1,0,Core staff,4.0,24,0.0,0.0,0
5118449,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080,-735,1,1,0,0,Sales staff,3.0,18,0.16666666666666666,1.0,1
5054646,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,55,0.0,0.0,0
5111119,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,1,0,0,0,Managers,3.0,13,0.0,0.0,0
5024767,F,Y,Y,1,337500.0,Commercial associate,Higher education,Married,House / apartment,-14558,-1250,1,0,0,0,High skill tech staff,3.0,4,0.0,0.0,0
5116448,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,With parents,-17206,-1401,1,0,0,0,Laborers,3.0,21,0.0,0.0,0
5099740,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-18939,-12179,1,0,0,0,Laborers,1.0,25,0.0,0.0,0
5009456,F,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,-17274,-1348,1,0,1,0,Laborers,2.0,60,0.0,0.0,0
5048024,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,1,0,0,0,Laborers,4.0,10,0.0,0.0,0
5058551,M,Y,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9898,-1178,1,0,0,0,Laborers,1.0,17,0.0,0.0,0
